From	To
PYGM_MOUSE	Pygm
GRP2_MOUSE	Rasgrp2
NRX2A_MOUSE	Nrxn2
S22AC_MOUSE	Slc22a12
MIF_MOUSE	Mif
KS6A4_MOUSE	Rps6ka4
CC88B_MOUSE	Ccdc88b
PRDX5_MOUSE	Prdx5
TR112_MOUSE	Trmt112
ERR1_MOUSE	Esrra
G137A_MOUSE	Gpr137
BAD_MOUSE	Bad
PLCB3_MOUSE	Plcb3
PP14B_MOUSE	Ppp1r14b
VEGFB_MOUSE	Vegfb
DNJC4_MOUSE	Dnajc4
NUD22_MOUSE	Nudt22
TRPT1_MOUSE	Trpt1
URP2_MOUSE	Fermt3
STIP1_MOUSE	Stip1
MACD1_MOUSE	Macrod1
FLRT1_MOUSE	Flrt1
OTUB1_MOUSE	Otub1
NAA40_MOUSE	Naa40
RCOR2_MOUSE	Rcor2
MARK2_MOUSE	Mark2
SPNDC_MOUSE	Spindoc
RTN3_MOUSE	Rtn3
ATLA3_MOUSE	Atl3
LEG12_MOUSE	Lgals12
HRSL5_MOUSE	Hrasls5
S22AJ_MOUSE	Slc22a19
S22A8_MOUSE	Slc22a8
S22A6_MOUSE	Slc22a6
ACM1_MOUSE	Chrm1
4F2_MOUSE	Slc3a2
WDR74_MOUSE	Wdr74
STX5_MOUSE	Stx5
NXF1_MOUSE	Nxf1
TM223_MOUSE	Tmem223
TAF6L_MOUSE	Taf6l
RPB7_MOUSE	Polr2g
ZBTB3_MOUSE	Zbtb3
TTC9C_MOUSE	Ttc9c
HNRL2_MOUSE	Hnrnpul2
GBG3_MOUSE	Gng3
BSCL2_MOUSE	Bscl2
UBXN1_MOUSE	Ubxn1
INT5_MOUSE	Ints5
GANAB_MOUSE	Ganab
B3GA3_MOUSE	B3gat3
ROM1_MOUSE	Rom1
EMAL3_MOUSE	Eml3
MTA2_MOUSE	Mta2
STPAP_MOUSE	Tut1
PRAX_MOUSE	Prx
UTER_MOUSE	Scgb1a1
ASGL1_MOUSE	Asrgl1
INCE_MOUSE	Incenp
FRIH_MOUSE	Fth1
BEST1_MOUSE	Best1
R3GEF_MOUSE	Rab3il1
FADS3_MOUSE	Fads3
FADS2_MOUSE	Fads2
FADS1_MOUSE	Fads1
FEN1_MOUSE	Fen1
TM258_MOUSE	Tmem258
MYRF_MOUSE	Myrf
DGLA_MOUSE	Dagla
SYT7_MOUSE	Syt7
LRC10_MOUSE	Lrrc10
PPR32_MOUSE	Ppp1r32
SDHF2_MOUSE	Sdhaf2
CPSF7_MOUSE	Cpsf7
TM216_MOUSE	Tmem216
CYAC3_MOUSE	Cyb561a3
TKFC_MOUSE	Tkfc
DDB1_MOUSE	Ddb1
DHDH_MOUSE	Dhdh
VWCE_MOUSE	Vwce
PEPA5_MOUSE	Pga5
VP37C_MOUSE	Vps37c
CD5_MOUSE	Cd5
CD6_MOUSE	Cd6
S15A3_MOUSE	Slc15a3
T132A_MOUSE	Tmem132a
TM109_MOUSE	Tmem109
PRP19_MOUSE	Prpf19
PD2R2_MOUSE	Ptgdr2
CCD86_MOUSE	Ccdc86
M4A15_MOUSE	Ms4a15
M4A8_MOUSE	Ms4a8
CD20_MOUSE	Ms4a1
M4A6B_MOUSE	Ms4a6b
FCERB_MOUSE	Ms4a2
IF_MOUSE	Cblif
STX3_MOUSE	Stx3
O1044_MOUSE	Olfr1044
OSBP1_MOUSE	Osbp
O1440_MOUSE	Olfr1440
MPEG1_MOUSE	Mpeg1
DTX4_MOUSE	Dtx4
F111A_MOUSE	Fam111a
GLYAL_MOUSE	Gm4952
GLYAT_MOUSE	Glyat
KEG1_MOUSE	Keg1
CNTF_MOUSE	Cntf
ZFP91_MOUSE	Zfp91
LPXN_MOUSE	Lpxn
O1444_MOUSE	Olfr1444
TLE4_MOUSE	Tle4
SGT1_MOUSE	Sugt1
SERC_MOUSE	Psat1
CEP78_MOUSE	Cep78
GNAQ_MOUSE	Gnaq
GNA14_MOUSE	Gna14
VP13A_MOUSE	Vps13a
FOXB2_MOUSE	Foxb2
PRUN2_MOUSE	Prune2
GCNT1_MOUSE	Gcnt1
RIFK_MOUSE	Rfk
PCSK5_MOUSE	Pcsk5
OSTF1_MOUSE	Ostf1
NRK1_MOUSE	Nmrk1
CARME_MOUSE	Carnmt1
TRPM6_MOUSE	Trpm6
RORB_MOUSE	Rorb
RAMAC_MOUSE	Ramac
ANXA1_MOUSE	Anxa1
AL1A7_MOUSE	Aldh1a7
AL1A1_MOUSE	Aldh1a1
SNR27_MOUSE	Snrnp27
TMC1_MOUSE	Tmc1
ZFAN5_MOUSE	Zfand5
GUAD_MOUSE	Gda
AB17B_MOUSE	Abhd17b
CEIP2_MOUSE	Cemip2
TRPM1_MOUSE	Trpm1
KLF9_MOUSE	Klf9
RS21_MOUSE	Rps21
SMC5_MOUSE	Smc5
MAMC2_MOUSE	Mamdc2
APBA1_MOUSE	Apba1
F1892_MOUSE	Fam189a2
ZO2_MOUSE	Tjp2
RNF41_MOUSE	Rnf41
PI51B_MOUSE	Pip5k1b
F122A_MOUSE	Fam122a
TM252_MOUSE	Tmem252
PGM5_MOUSE	Pgm5
FOXD4_MOUSE	Foxd4
CBWD1_MOUSE	Cbwd1
DOCK8_MOUSE	Dock8
DCTP1_MOUSE	Dctpp1
KANK2_MOUSE	Kank2
DMRT1_MOUSE	Dmrt1
DMRT3_MOUSE	Dmrt3
DMRT2_MOUSE	Dmrt2
GSTM2_MOUSE	Gstm2
SMCA2_MOUSE	Smarca2
VLDLR_MOUSE	Vldlr
KCNV2_MOUSE	Kcnv2
PUM3_MOUSE	Pum3
RFX3_MOUSE	Rfx3
GLIS3_MOUSE	Glis3
EAA3_MOUSE	Slc1a1
SPA6L_MOUSE	Spata6l
PLPP6_MOUSE	Plpp6
CD37L_MOUSE	Cdc37l1
KAD3_MOUSE	Ak3
RCL1_MOUSE	Rcl1
JAK2_MOUSE	Jak2
REL1_MOUSE	Rln1
PLRKT_MOUSE	Plgrkt
PD1L1_MOUSE	Cd274
RIC1_MOUSE	Ric1
ERMP1_MOUSE	Ermp1
BRD4_MOUSE	Brd4
RNBP6_MOUSE	Ranbp6
IL33_MOUSE	Il33
TPD54_MOUSE	Tpd52l2
UHRF2_MOUSE	Uhrf2
GCSP_MOUSE	Gldc
MBL2_MOUSE	Mbl2
DKK1_MOUSE	Dkk1
KGP1_MOUSE	Prkg1
CSTFT_MOUSE	Cstf2t
A1CF_MOUSE	A1cf
ASAH2_MOUSE	Asah2
SMS1_MOUSE	Sgms1
MINP1_MOUSE	Minpp1
PAPS2_MOUSE	Papss2
ATAD1_MOUSE	Atad1
PTEN_MOUSE	Pten
RNLS_MOUSE	Rnls
LIPG_MOUSE	Lipf
LIPK_MOUSE	Lipk
LIPM_MOUSE	Lipm
ANR22_MOUSE	Ankrd22
STALP_MOUSE	Stambpl1
TNR6_MOUSE	Fas
CH25H_MOUSE	Ch25h
LICH_MOUSE	Lipa
IFIT2_MOUSE	Ifit2
IFIT3_MOUSE	Ifit3
IFIT1_MOUSE	Ifit1
MOT12_MOUSE	Slc16a12
PANK1_MOUSE	Pank1
KI20B_MOUSE	Kif20b
GLNA_MOUSE	Glul
5HT7R_MOUSE	Htr7
RPP30_MOUSE	Rpp30
ANKR1_MOUSE	Ankrd1
PCGF5_MOUSE	Pcgf5
HECD2_MOUSE	Hectd2
PPR3C_MOUSE	Ppp1r3c
TNKS2_MOUSE	Tnks2
SMCA1_MOUSE	Smarca1
CPEB3_MOUSE	Cpeb3
MARH5_MOUSE	March5
IDE_MOUSE	Ide
KIF11_MOUSE	Kif11
HHEX_MOUSE	Hhex
EXOC6_MOUSE	Exoc6
CP26A_MOUSE	Cyp26a1
MYOF_MOUSE	Myof
CEP55_MOUSE	Cep55
FFAR4_MOUSE	Ffar4
RET4_MOUSE	Rbp4
PDE6C_MOUSE	Pde6c
F10C1_MOUSE	Fra10ac1
LGI1_MOUSE	Lgi1
PLCE1_MOUSE	Plce1
NOC3L_MOUSE	Noc3l
TBC12_MOUSE	Tbc1d12
HELLS_MOUSE	Hells
CP255_MOUSE	Cyp2c55
CP239_MOUSE	Cyp2c39
SPAS2_MOUSE	Spats2
CP270_MOUSE	Cyp2c70
SRBS1_MOUSE	Sorbs1
P5CS_MOUSE	Aldh18a1
ENTP1_MOUSE	Entpd1
C2D2A_MOUSE	Cc2d2a
CCNJ_MOUSE	Ccnj
Z518A_MOUSE	Znf518a
BLNK_MOUSE	Blnk
TDT_MOUSE	Dntt
OPALI_MOUSE	Opalin
TLL2_MOUSE	Tll2
TM9S3_MOUSE	Tm9sf3
BCAP_MOUSE	Pik3ap1
LCOR_MOUSE	Lcor
SLIT1_MOUSE	Slit1
RHG19_MOUSE	Arhgap19
RRP12_MOUSE	Rrp12
EXOS1_MOUSE	Exosc1
ZDH16_MOUSE	Zdhhc16
MMS19_MOUSE	Mms19
UBTD1_MOUSE	Ubtd1
ANKR2_MOUSE	Ankrd2
HOGA1_MOUSE	Hoga1
MORN4_MOUSE	Morn4
P4K2A_MOUSE	Pi4k2a
AVPI1_MOUSE	Avpi1
MALD1_MOUSE	Marveld1
ZFY27_MOUSE	Zfyve27
SFRP5_MOUSE	Sfrp5
GOG7B_MOUSE	GOLGA7B
CRAC1_MOUSE	Crtac1
R3HCL_MOUSE	R3hcc1l
LOXL4_MOUSE	Loxl4
HPS1_MOUSE	Hps1
HPSE2_MOUSE	Hpse2
CNNM1_MOUSE	Cnnm1
AATC_MOUSE	Got1
NKX23_MOUSE	Nkx2-3
MFRN2_MOUSE	Slc25a28
ENTP7_MOUSE	Entpd7
COX15_MOUSE	Cox15
DNMBP_MOUSE	Dnmbp
IKKA_MOUSE	Chuk
PK2L1_MOUSE	Pkd2l1
ACOD2_MOUSE	Scd2
SCD4_MOUSE	Scd4
ACOD1_MOUSE	Scd1
WNT8B_MOUSE	Wnt8b
SC31B_MOUSE	Sec31b
NDUB8_MOUSE	Ndufb8
HIF1N_MOUSE	Hif1an
PAX2_MOUSE	Pax2
SLF2_MOUSE	Slf2
SEM4G_MOUSE	Sema4g
RM43_MOUSE	Mrpl43
PEO1_MOUSE	Twnk
LZTS2_MOUSE	Lzts2
WHRN_MOUSE	Whrn
SFXN3_MOUSE	Sfxn3
KAZD1_MOUSE	Kazald1
TLX1_MOUSE	Tlx1
LBX1_MOUSE	Lbx1
FBW1A_MOUSE	Btrc
DPOLL_MOUSE	Poll
DPCD_MOUSE	Dpcd
FBXW4_MOUSE	Fbxw4
OGA_MOUSE	Oga
ARMD3_MOUSE	Armh3
HPS6_MOUSE	Hps6
LDB1_MOUSE	Ldb1
PPRC1_MOUSE	Pprc1
NOLC1_MOUSE	Nolc1
ELOV3_MOUSE	Elovl3
PITX3_MOUSE	Pitx3
BIG2_MOUSE	Arfgef2
NFKB2_MOUSE	Nfkb2
PSD1_MOUSE	Psd
FXL15_MOUSE	Fbxl15
CUED2_MOUSE	Cuedc2
MF13A_MOUSE	Mfsd13a
ACTZ_MOUSE	Actr1a
SUFU_MOUSE	Sufu
TRIM8_MOUSE	Trim8
ARL3_MOUSE	Arl3
SFXN2_MOUSE	Sfxn2
WBP1L_MOUSE	Wbp1l
CP17A_MOUSE	Cyp17a1
AS3MT_MOUSE	As3mt
CNNM2_MOUSE	Cnnm2
5NTC_MOUSE	Nt5c2
AINX_MOUSE	Ina
PCGF6_MOUSE	Pcgf6
RRP5_MOUSE	Pdcd11
CAHM2_MOUSE	Calhm2
CAHM1_MOUSE	Calhm1
NEUL1_MOUSE	Neurl1
SPD2A_MOUSE	Sh3pxd2a
PEG3_MOUSE	Peg3
STN1_MOUSE	Stn1
SLK_MOUSE	Slk
COHA1_MOUSE	Col17a1
SFR1_MOUSE	Sfr1
CFA43_MOUSE	Cfap43
GSTO1_MOUSE	Gsto1
GSTO2_MOUSE	Gsto2
IPRI_MOUSE	Itprip
SORC3_MOUSE	Sorcs3
SORC1_MOUSE	Sorcs1
XPP1_MOUSE	Xpnpep1
ADDG_MOUSE	Add3
SPF30_MOUSE	Smndc1
DUS1_MOUSE	Dusp1
SMC3_MOUSE	Smc3
EIF1_MOUSE	Eif1
PDCD4_MOUSE	Pdcd4
SHOC2_MOUSE	Shoc2
ADA2A_MOUSE	Adra2a
GPAT1_MOUSE	Gpam
TECTB_MOUSE	Tectb
ACSL5_MOUSE	Acsl5
ZDHC6_MOUSE	Zdhhc6
VTI1A_MOUSE	Vti1a
TF7L2_MOUSE	Tcf7l2
HABP2_MOUSE	Habp2
CASP7_MOUSE	Casp7
DCR1A_MOUSE	Dclre1a
NHLC2_MOUSE	Nhlrc2
ADRB1_MOUSE	Adrb1
CC186_MOUSE	Ccdc186
TDRD1_MOUSE	Tdrd1
VWA2_MOUSE	Vwa2
AF1L2_MOUSE	Afap1l2
ABLM1_MOUSE	Ablim1
F16B1_MOUSE	Fam160b1
NDUAA_MOUSE	Ndufa10
TRUB1_MOUSE	Trub1
ATRN1_MOUSE	Atrnl1
GFRA1_MOUSE	Gfra1
CC172_MOUSE	Ccdc172
LIPP_MOUSE	Pnlip
LIPR1_MOUSE	Pnliprp1
LIPR2_MOUSE	Pnliprp2
HS12A_MOUSE	Hspa12a
ENO4_MOUSE	Eno4
SHOT1_MOUSE	Shtn1
VAX1_MOUSE	Vax1
KCNKI_MOUSE	Kcnk18
VMAT2_MOUSE	Slc18a2
PDZD8_MOUSE	Pdzd8
EMX2_MOUSE	Emx2
RFIP2_MOUSE	Rab11fip2
F204A_MOUSE	Fam204a
PRLHR_MOUSE	Prlhr
CACL1_MOUSE	Cacul1
RASH_MOUSE	Hras
NANO1_MOUSE	Nanos1
EIF3A_MOUSE	Eif3a
FA45A_MOUSE	Fam45a
PRDX3_MOUSE	Prdx3
DSEL_MOUSE	Dsel
CADH7_MOUSE	Cdh7
SMCE1_MOUSE	Smarce1
SPB10_MOUSE	Serpinb10
SPB7_MOUSE	Serpinb7
DAPLE_MOUSE	Ccdc88c
SPB11_MOUSE	Serpinb11
SPB13_MOUSE	Serpinb13
SPB12_MOUSE	Serpinb12
SPB5_MOUSE	Serpinb5
VPS4B_MOUSE	Vps4b
KDSR_MOUSE	Kdsr
BCL2_MOUSE	Bcl2
PHLP1_MOUSE	Phlpp1
NHSL1_MOUSE	Nhsl1
ZCHC2_MOUSE	Zcchc2
TNR11_MOUSE	Tnfrsf11a
RELCH_MOUSE	Relch
PIGN_MOUSE	Pign
RN152_MOUSE	Rnf152
CAD20_MOUSE	Cdh20
CTP5A_MOUSE	Cntnap5a
CTP5C_MOUSE	Cntnap5c
FA5_MOUSE	F5
PTBP1_MOUSE	Ptbp1
TSN_MOUSE	Tsn
CLAP1_MOUSE	Clasp1
TF2L1_MOUSE	Tfcp2l1
GLI2_MOUSE	Gli2
INHBB_MOUSE	Inhbb
RALB_MOUSE	Ralb
T185B_MOUSE	Tmem185b
E41L5_MOUSE	Epb41l5
PTN4_MOUSE	Ptpn4
TM177_MOUSE	Tmem177
PCDP1_MOUSE	Cfap221
SCTR_MOUSE	Sctr
CCGL_MOUSE	Tmem37
ACBP_MOUSE	Dbi
STEA3_MOUSE	Steap3
C1QL2_MOUSE	C1ql2
MARCO_MOUSE	Marco
HME1_MOUSE	En1
INSI2_MOUSE	Insig2
CCD93_MOUSE	Ccdc93
5HT5B_MOUSE	Htr5b
DDX18_MOUSE	Ddx18
NPC2_MOUSE	Npc2
DPP10_MOUSE	Dpp10
ARP3_MOUSE	Actr3
S35F5_MOUSE	Slc35f5
GPR39_MOUSE	Gpr39
LYPD1_MOUSE	Lypd1
NCK5L_MOUSE	Nckap5l
MGT5A_MOUSE	Mgat5
TM163_MOUSE	Tmem163
ACMSD_MOUSE	Acmsd
CCNT2_MOUSE	Ccnt2
M3K19_MOUSE	Map3k19
RB3GP_MOUSE	Rab3gap1
ZRAB3_MOUSE	Zranb3
R3HD2_MOUSE	R3hdm2
UBXN4_MOUSE	Ubxn4
LCTL_MOUSE	Lctl
KLOTB_MOUSE	Klb
KLOT_MOUSE	Kl
MCM6_MOUSE	Mcm6
SYDC_MOUSE	Dars
ACK1_MOUSE	Tnk2
CXCR4_MOUSE	Cxcr4
THS7B_MOUSE	Thsd7b
DAF1_MOUSE	Cd55
ZP3R_MOUSE	Zp3r
C4BPA_MOUSE	C4bpa
OTU1_MOUSE	Yod1
SARG_MOUSE	Sarg
FCAMR_MOUSE	Fcamr
PIGR_MOUSE	Pigr
FAIM3_MOUSE	Fcmr
IL24_MOUSE	Il24
IL10_MOUSE	Il10
MAPK2_MOUSE	Mapkapk2
DYRK3_MOUSE	Dyrk3
EIF2D_MOUSE	Eif2d
RASF5_MOUSE	Rassf5
IKKE_MOUSE	Ikbke
SRGP2_MOUSE	Srgap2
FA72A_MOUSE	Fam72a
V1BR_MOUSE	Avpr1b
S26A9_MOUSE	Slc26a9
S41A1_MOUSE	Slc41a1
NUCKS_MOUSE	Nucks1
S45A3_MOUSE	Slc45a3
MFD4A_MOUSE	Mfsd4a
CDK18_MOUSE	Cdk18
KLD8A_MOUSE	Klhdc8a
NUAK2_MOUSE	Nuak2
TMCC2_MOUSE	Tmcc2
DUSTY_MOUSE	Dstyk
RBBP5_MOUSE	Rbbp5
TMM81_MOUSE	Tmem81
CNTN2_MOUSE	Cntn2
NFASC_MOUSE	Nfasc
LRRN1_MOUSE	Lrrn1
MDM4_MOUSE	Mdm4
PR15B_MOUSE	Ppp1r15b
PKHA6_MOUSE	Plekha6
EKI2_MOUSE	Etnk2
SOX13_MOUSE	Sox13
ZC11A_MOUSE	Zc3h11a
ZBED6_MOUSE	Zbed6
LAX1_MOUSE	Lax1
AT2B4_MOUSE	Atp2b4
OPT_MOUSE	Optc
PRELP_MOUSE	Prelp
FMOD_MOUSE	Fmod
BTG2_MOUSE	Btg2
CH3L1_MOUSE	Chi3l1
MYBPH_MOUSE	Mybph
AA1R_MOUSE	Adora1
MYOG_MOUSE	Myog
TM183_MOUSE	Tmem183
MGT4C_MOUSE	Mgat4c
NB5R1_MOUSE	Cyb5r1
PAQR1_MOUSE	Adipor1
KLH12_MOUSE	Klhl12
MSS4_MOUSE	Rabif
MGT4E_MOUSE	Mgat4e
KDM5B_MOUSE	Kdm5b
SYT2_MOUSE	Syt2
MYPT2_MOUSE	Ppp1r12b
UBE2T_MOUSE	Ube2t
LGR6_MOUSE	Lgr6
PTPRV_MOUSE	Ptprv
PTN7_MOUSE	Ptpn7
ARL8A_MOUSE	Arl8a
G37L1_MOUSE	Gpr37l1
AMPB_MOUSE	Rnpep
TI17A_MOUSE	Timm17a
LMOD1_MOUSE	Lmod1
SHSA4_MOUSE	Shisa4
IPO9_MOUSE	Ipo9
NAV1_MOUSE	Nav1
CSRP1_MOUSE	Csrp1
PHLA3_MOUSE	Phlda3
LAD1_MOUSE	Lad1
PKP1_MOUSE	Pkp1
IGFN1_MOUSE	Igfn1
TMEM9_MOUSE	Tmem9
KI21B_MOUSE	Kif21b
INAVA_MOUSE	Inava
GPR25_MOUSE	Gpr25
CAMP2_MOUSE	Camsap2
DDX59_MOUSE	Ddx59
RUXF_MOUSE	Snrpf
KIF14_MOUSE	Kif14
ZN281_MOUSE	Znf281
PCNA_MOUSE	Pcna
NQO1_MOUSE	Nqo1
GTPB2_MOUSE	Gtpbp2
PTPRC_MOUSE	Ptprc
VATG3_MOUSE	Atp6v1g3
NEK7_MOUSE	Nek7
LHX9_MOUSE	Lhx9
DEN1B_MOUSE	Dennd1b
UBL5_MOUSE	Ubl5
CRUM1_MOUSE	Crb1
ZBT41_MOUSE	Zbtb41
ASPM_MOUSE	Aspm
CFAH_MOUSE	Cfh
WEE2_MOUSE	Wee2
CK5P2_MOUSE	Cdk5rap2
CDC73_MOUSE	Cdc73
B3GT2_MOUSE	B3galt2
GLRX2_MOUSE	Glrx2
RO60_MOUSE	RO60
UCHL5_MOUSE	Uchl5
RGS2_MOUSE	Rgs2
RGS13_MOUSE	Rgs13
RGS1_MOUSE	Rgs1
RGS18_MOUSE	Rgs18
BRNP3_MOUSE	Brinp3
RCC2_MOUSE	Rcc2
PA24A_MOUSE	Pla2g4a
PGH2_MOUSE	Ptgs2
PHOS_MOUSE	Pdc
ODR4_MOUSE	Odr4
TPR_MOUSE	Tpr
PRG4_MOUSE	Prg4
HMCN1_MOUSE	Hmcn1
NS1BP_MOUSE	Ivns1abp
SWT1_MOUSE	Swt1
TRM1L_MOUSE	Trmt1l
RING2_MOUSE	Rnf2
SGTB_MOUSE	Sgtb
EDEM3_MOUSE	Edem3
GT252_MOUSE	Colgalt2
RGL1_MOUSE	Rgl1
ABEC4_MOUSE	Apobec4
ARPC5_MOUSE	Arpc5
NCF2_MOUSE	Ncf2
SMG7_MOUSE	Smg7
NMNA2_MOUSE	Nmnat2
LAMC2_MOUSE	Lamc2
LAMC1_MOUSE	Lamc1
SHP1L_MOUSE	Shcbp1l
DHX9_MOUSE	Dhx9
RGS8_MOUSE	Rgs8
RGS16_MOUSE	Rgs16
RN5A_MOUSE	Rnasel
TDM1A_MOUSE	Teddm1a
ZFP2_MOUSE	Zfp2
CAC1E_MOUSE	Cacna1e
IER5_MOUSE	Ier5
HMR1_MOUSE	Mr1
STX6_MOUSE	Stx6
XPR1_MOUSE	Xpr1
ACBD6_MOUSE	Acbd6
LHX4_MOUSE	Lhx4
QSOX1_MOUSE	Qsox1
CE350_MOUSE	Cep350
TOIP1_MOUSE	Tor1aip1
TOIP2_MOUSE	Tor1aip2
F163A_MOUSE	Fam163a
TDRD5_MOUSE	Tdrd5
PODO_MOUSE	Nphs2
AXDN1_MOUSE	Axdnd1
SOAT1_MOUSE	Soat1
ABL2_MOUSE	Abl2
TOR3A_MOUSE	Tor3a
XYLK_MOUSE	Fam20b
RGPS2_MOUSE	Ralgps2
ANGL1_MOUSE	Angptl1
TEX35_MOUSE	Tex35
QORL2_MOUSE	Cryzl2
SC16B_MOUSE	Sec16b
BRNP2_MOUSE	Brinp2
ASTN1_MOUSE	Astn1
PAPP1_MOUSE	Pappa
COP1_MOUSE	Cop1
TENR_MOUSE	Tnr
TENN_MOUSE	Tnn
RT14_MOUSE	Mrps14
RBG1L_MOUSE	Rabgap1l
RC3H1_MOUSE	Rc3h1
ANT3_MOUSE	Serpinc1
SYDM_MOUSE	Dars2
CENPL_MOUSE	Cenpl
KLH20_MOUSE	Klhl20
ANR45_MOUSE	Ankrd45
PRDX6_MOUSE	Prdx6
TNFL4_MOUSE	Tnfsf4
TNFL6_MOUSE	Faslg
SUCO_MOUSE	Suco
PIGC_MOUSE	Pigc
DYN3_MOUSE	Dnm3
VAMP4_MOUSE	Vamp4
MYOC_MOUSE	Myoc
FMO4_MOUSE	Fmo4
FMO1_MOUSE	Fmo1
FMO2_MOUSE	Fmo2
FMO3_MOUSE	Fmo3
MROH7_MOUSE	Mroh7
PRRX1_MOUSE	Prrx1
GORAB_MOUSE	Gorab
NTM1B_MOUSE	Mettl11b
KIFA3_MOUSE	Kifap3
PACE1_MOUSE	Scyl3
MET18_MOUSE	Mettl18
LYAM2_MOUSE	Sele
LYAM3_MOUSE	Selp
CC181_MOUSE	Ccdc181
GO45_MOUSE	Blzf1
NDK7_MOUSE	Nme7
AT1B1_MOUSE	Atp1b1
DERM_MOUSE	Dpt
XCL1_MOUSE	Xcl1
TBX19_MOUSE	Tbx19
SFT2B_MOUSE	Sft2d2
TIPRL_MOUSE	Tiprl
GP161_MOUSE	Gpr161
DCAF6_MOUSE	Dcaf6
MPC2_MOUSE	Mpc2
ADCYA_MOUSE	Adcy10
MPZL1_MOUSE	Mpzl1
CPZIP_MOUSE	Rcsd1
CREG1_MOUSE	Creg1
CD3Z_MOUSE	Cd247
PO2F1_MOUSE	Pou2f1
DUS27_MOUSE	Dusp27
GPA33_MOUSE	Gpa33
MAEL_MOUSE	Mael
ILDR2_MOUSE	Ildr2
TADA1_MOUSE	Tada1
POGK_MOUSE	Pogk
FA78B_MOUSE	Fam78b
UCK2_MOUSE	Uck2
TMCO1_MOUSE	Tmco1
AL9A1_MOUSE	Aldh9a1
MGST3_MOUSE	Mgst3
SGO1_MOUSE	Sgo1
LRC52_MOUSE	Lrrc52
RXRG_MOUSE	Rxrg
LMX1A_MOUSE	Lmx1a
PBX1_MOUSE	Pbx1
NUF2_MOUSE	Nuf2
RGS5_MOUSE	Rgs5
RGS4_MOUSE	Rgs4
FLNB_MOUSE	Flnb
VAFNB_MOUSE	ATp6v1fnb
DNSL3_MOUSE	Dnase1l3
RPP14_MOUSE	Rpp14
PXK_MOUSE	Pxk
ODPB_MOUSE	Pdhb
KCTD6_MOUSE	Kctd6
ACOX2_MOUSE	Acox2
F107A_MOUSE	Fam107a
FAM3D_MOUSE	Fam3d
FHIT_MOUSE	Fhit
PTPRG_MOUSE	Ptprg
FEZF2_MOUSE	Fezf2
CAPS1_MOUSE	Cadps
FUMH_MOUSE	Fh
SYNPR_MOUSE	Synpr
SNTAN_MOUSE	Sntn
THOC7_MOUSE	Thoc7
ATX7_MOUSE	Atxn7
PSMD6_MOUSE	Psmd6
MED14_MOUSE	Med14
NEK10_MOUSE	Nek10
LRC3B_MOUSE	Lrrc3b
OXSM_MOUSE	Oxsm
NGLY1_MOUSE	Ngly1
TOP2B_MOUSE	Top2b
RARB_MOUSE	Rarb
THB_MOUSE	Thrb
NR1D2_MOUSE	Nr1d2
KBRS1_MOUSE	Nkiras1
UB2E1_MOUSE	Ube2e1
UB2E2_MOUSE	Ube2e2
SFTPD_MOUSE	Sftpd
MBL1_MOUSE	Mbl1
METK1_MOUSE	Mat1a
DYDC1_MOUSE	Dydc1
TSN14_MOUSE	Tspan14
SH24B_MOUSE	Sh2d4b
NRG3_MOUSE	Nrg3
GHITM_MOUSE	Ghitm
CDHR1_MOUSE	Cdhr1
LRIT2_MOUSE	Lrit2
LRIT1_MOUSE	Lrit1
RGR_MOUSE	Rgr
CCSE2_MOUSE	Ccser2
APOC1_MOUSE	Apoc1
GRID1_MOUSE	Grid1
WAPL_MOUSE	Wapl
OPN4_MOUSE	Opn4
BMR1A_MOUSE	Bmpr1a
MMRN2_MOUSE	Mmrn2
SYUG_MOUSE	Sncg
FM25C_MOUSE	Fam25c
DHE3_MOUSE	Glud1
SHLD2_MOUSE	Shld2
NPY4R_MOUSE	Npy4r
ANXA8_MOUSE	Anxa8
ANTRL_MOUSE	Antxrl
ZN488_MOUSE	Znf488
RET3_MOUSE	Rbp3
GDF2_MOUSE	Gdf2
GDF10_MOUSE	Gdf10
PTN20_MOUSE	Ptpn20
PTN13_MOUSE	Ptpn13
MK10_MOUSE	Mapk10
RHG22_MOUSE	Arhgap22
WDFY3_MOUSE	Wdfy3
LRC18_MOUSE	Lrrc18
VSTM4_MOUSE	Vstm4
F170B_MOUSE	Fam170b
CEFIP_MOUSE	CEFIP
DRGX_MOUSE	Drgx
ERC6L_MOUSE	Ercc6l
VACHT_MOUSE	Slc18a3
CLAT_MOUSE	Chat
ODO1_MOUSE	Ogdh
PARG_MOUSE	Parg
DPH3_MOUSE	Dph3
COLQ_MOUSE	Colq
HACL1_MOUSE	Hacl1
BTD_MOUSE	Btd
ANR28_MOUSE	Ankrd28
GLT15_MOUSE	Galnt15
P2R3D_MOUSE	Ppp2r3d
PLAC9_MOUSE	Plac9
ANX11_MOUSE	Anxa11
ZCH24_MOUSE	Zcchc24
PPIF_MOUSE	Ppif
ZMIZ1_MOUSE	Zmiz1
MIC13_MOUSE	Micos13
RS24_MOUSE	Rps24
RPB1_MOUSE	Polr2a
SLMAP_MOUSE	Slmap
DEN6A_MOUSE	Dennd6a
ARF4_MOUSE	Arf4
PDE12_MOUSE	Pde12
DYH12_MOUSE	Dnah12
ASB14_MOUSE	Asb14
DP13A_MOUSE	Appl1
HESX1_MOUSE	Hesx1
I17RD_MOUSE	Il17rd
